seed,implementation,scenario,steps,burn_in,population,ring_y,lookahead,error_rate,max_speed,mean_convention_strength,final_convention_strength,mean_disposition_strength,mean_speed,replacement_rate,time_to_convention,coordinated_fraction,coordination_entries,mean_coordinated_episode,longest_coordinated_episode,final_habit_share,final_convention_share,final_social_habit_share,final_all_three_share
20260911,synchronous_capability,mixture_evolutionary_replacement,5000,1000,120,300,20,0.01,3,0.8025041666666667,0.1,0.6239607138454394,2.9104979166666665,0.045554166666666666,236,0.707,83,34.0722891566265,411,0.44166666666666665,0.7,0.6916666666666667,0.15833333333333333
20260911,sequential_reference,no_habit,5000,1000,120,300,20,0.01,1,0.7532000000000001,0.8666666666666667,0.0,1.0,0.0066875,125,0.6535,26,100.53846153846153,588,NaN,NaN,NaN,NaN
20260911,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.970854166666667,0.9666666666666667,0.9526619441908215,1.0,0.005297916666666667,54,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260912,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.22033750000000005,0.0,0.0,2.7049583333333334,0.17267083333333333,4675,0.0015,5,1.2,2,0.0,0.0,0.0,0.0
20260912,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.36315416666666667,0.36666666666666664,0.3529494532399763,2.7598395833333336,0.13282083333333333,491,0.08175,69,4.739130434782608,49,1.0,0.0,0.0,0.0
20260912,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.45162083333333336,0.4,0.41018783556513416,2.80315,0.10845625,75,0.181,71,10.19718309859155,119,0.0,1.0,0.0,0.0
20260912,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.49270833333333336,0.9666666666666667,0.4341910781089049,2.8127062499999993,0.10292083333333334,148,0.261,97,10.762886597938145,160,0.0,0.0,1.0,0.0
20260912,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.5488833333333333,0.7166666666666667,0.5031918967470418,2.8348145833333334,0.08724583333333333,141,0.3645,98,14.877551020408163,196,0.5166666666666667,0.525,0.48333333333333334,0.1
20260912,synchronous_capability,mixture_evolutionary_replacement,5000,1000,120,300,20,0.01,3,0.9159375000000001,0.85,0.723612178548274,2.93840625,0.030558333333333333,231,0.912,74,49.2972972972973,367,0.6333333333333333,0.725,0.3333333333333333,0.15833333333333333
20260912,sequential_reference,no_habit,5000,1000,120,300,20,0.01,1,0.6455333333333333,0.9833333333333333,0.0,1.0,0.007135416666666667,7,0.46525,40,46.525,283,NaN,NaN,NaN,NaN
20260912,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.971616666666667,0.9666666666666667,0.9535284794053105,1.0,0.00529375,5,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260913,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.23690833333333336,0.13333333333333333,0.0,2.702285416666667,0.17478541666666667,348,0.00475,8,2.375,5,0.0,0.0,0.0,0.0
20260913,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.4315916666666667,0.1,0.3856563103510447,2.7729041666666667,0.12542291666666666,130,0.151,86,7.023255813953488,68,1.0,0.0,0.0,0.0
20260913,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.4030208333333334,0.18333333333333332,0.37812146551379,2.788739583333333,0.11622083333333333,139,0.12225,50,9.78,118,0.0,1.0,0.0,0.0
20260913,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.42474166666666663,0.05,0.40343141518687137,2.8034958333333333,0.10927916666666666,336,0.185,62,11.935483870967742,134,0.0,0.0,1.0,0.0
20260913,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.6221583333333333,1.0,0.5412945610845039,2.8471187499999995,0.08096041666666667,54,0.439,117,15.008547008547009,188,0.5166666666666667,0.49166666666666664,0.5416666666666666,0.125
20260913,synchronous_capability,mixture_evolutionary_replacement,5000,1000,120,300,20,0.01,3,0.8661583333333333,0.9333333333333333,0.6804257826052246,2.9216479166666667,0.038247916666666666,50,0.84725,92,36.83695652173913,445,0.5333333333333333,0.5416666666666666,0.38333333333333336,0.3333333333333333
20260913,sequential_reference,no_habit,5000,1000,120,300,20,0.01,1,0.6817666666666666,0.9333333333333333,0.0,1.0,0.006747916666666667,41,0.528,42,50.285714285714285,339,NaN,NaN,NaN,NaN
20260913,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.9718958333333338,0.9666666666666667,0.953675152365462,1.0,0.00526875,356,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260914,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.22960833333333336,0.18333333333333332,0.0,2.7042062500000004,0.17455416666666668,684,0.001,3,1.3333333333333333,2,0.0,0.0,0.0,0.0
20260914,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.495975,0.08333333333333333,0.4388883758545388,2.79365625,0.11134583333333334,85,0.24625,100,9.85,86,1.0,0.0,0.0,0.0
20260914,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.371875,0.4,0.3543854513776155,2.7832687499999995,0.11959791666666666,51,0.10275,52,7.903846153846154,53,0.0,1.0,0.0,0.0
20260914,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.5682083333333332,0.18333333333333332,0.4673658961769248,2.8261812499999994,0.09443958333333333,349,0.32525,119,10.932773109243698,100,0.0,0.0,1.0,0.0
20260914,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.6854375,0.9666666666666667,0.552717026653037,2.8501041666666667,0.07835208333333334,18,0.49125,159,12.358490566037736,134,0.5416666666666666,0.475,0.5,0.14166666666666666
20260914,synchronous_capability,mixture_evolutionary_replacement,5000,1000,120,300,20,0.01,3,0.8715625,0.7333333333333333,0.686831039367763,2.917966666666666,0.040475,18,0.8265,108,30.61111111111111,446,0.39166666666666666,0.8666666666666667,0.8333333333333334,0.25
20260914,sequential_reference,no_habit,5000,1000,120,300,20,0.01,1,0.7809583333333333,0.9,0.0,1.0,0.006985416666666667,63,0.7015,28,100.21428571428571,587,NaN,NaN,NaN,NaN
20260914,sequential_reference,habit,5000,1000,120,300,20,0.01,1,0.9693208333333336,0.9833333333333333,0.9535682175450716,1.0,0.004989583333333334,126,1.0,1,4000.0,4000,NaN,NaN,NaN,NaN
20260915,synchronous_capability,no_habit,5000,1000,120,300,20,0.01,3,0.22637500000000002,0.5,0.0,2.70553125,0.17347916666666666,1677,0.0045,6,3.0,7,0.0,0.0,0.0,0.0
20260915,synchronous_capability,habit,5000,1000,120,300,20,0.01,3,0.4538166666666667,0.6333333333333333,0.39480457295587174,2.7764187500000004,0.12260625,105,0.167,101,6.6138613861386135,63,1.0,0.0,0.0,0.0
20260915,synchronous_capability,convention,5000,1000,120,300,20,0.01,3,0.4056708333333333,0.9,0.3829233436782469,2.792510416666667,0.11530208333333333,952,0.14675,57,10.298245614035087,111,0.0,1.0,0.0,0.0
20260915,synchronous_capability,socially_formed_habit,5000,1000,120,300,20,0.01,3,0.5812041666666667,0.11666666666666667,0.47232481085379924,2.828035416666667,0.09275833333333333,176,0.34575,133,10.398496240601503,94,0.0,0.0,1.0,0.0
20260915,synchronous_capability,mixture_static_replacement,5000,1000,120,300,20,0.01,3,0.6563416666666666,0.5833333333333334,0.5458125827911329,2.854220833333333,0.07552916666666666,75,0.4335,166,10.44578313253012,139,0.5416666666666666,0.44166666666666665,0.6083333333333333,0.125
